罗小黑战记,9.5,大陆,喜剧,https://movie.douban.com/subject/10477598/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2496903956.jpg
阅后即瞎,9.5,大陆,喜剧,https://movie.douban.com/subject/27065659/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2462137400.jpg
囧的呼唤,9.5,大陆,喜剧,https://movie.douban.com/subject/26868389/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2378136432.jpg
瞎看什么,9.6,大陆,喜剧,https://movie.douban.com/subject/27034682/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2458907531.jpg
国际狼王争霸赛,9.5,大陆,喜剧,https://movie.douban.com/subject/27021068/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2494084310.jpg
向阳理发店,9.5,大陆,喜剧,https://movie.douban.com/subject/3765668/,https://img3.doubanio.com/f/movie/03d3c900d2a79a15dc1295154d5293a2d5ebd792/pics/movie/tv_default_large.png
土豆周末秀,9.4,大陆,喜剧,https://movie.douban.com/subject/26727342/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2401470673.jpg
小梦帮倒忙Z,9.4,大陆,喜剧,https://movie.douban.com/subject/25980526/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2199278164.jpg
假打外传,9.4,大陆,喜剧,https://movie.douban.com/subject/21323336/,https://img1.doubanio.com/lpic/s24925457.jpg
老坎客栈,9.3,大陆,喜剧,https://movie.douban.com/subject/6521946/,https://img3.doubanio.com/lpic/s6512205.jpg
武林外传,9.3,大陆,喜剧,https://movie.douban.com/subject/3882715/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1334122023.jpg
大盗贼,9.3,大陆,喜剧,https://movie.douban.com/subject/1899125/,https://img3.doubanio.com/lpic/s1877394.jpg
一人之下 第二季,9.3,大陆,喜剧,https://movie.douban.com/subject/27034748/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2503247980.jpg
济公活佛,9.3,大陆,喜剧,https://movie.douban.com/subject/26378248/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2322248081.jpg
超兽武装之勇者无惧,9.3,大陆,喜剧,https://movie.douban.com/subject/10728463/,https://img3.doubanio.com/lpic/s11173926.jpg
王先生和小陈,9.3,大陆,喜剧,https://movie.douban.com/subject/4265312/,https://img3.doubanio.com/f/movie/03d3c900d2a79a15dc1295154d5293a2d5ebd792/pics/movie/tv_default_large.png
七色战记,9.3,大陆,喜剧,https://movie.douban.com/subject/10756786/,https://img1.doubanio.com/lpic/s9126588.jpg
鬼子来了,9.2,大陆,喜剧,https://movie.douban.com/subject/1291858/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1181775734.jpg
极限挑战 第二季,9.2,大陆,喜剧,https://movie.douban.com/subject/26615572/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2329745796.jpg
山城棒棒军,9.2,大陆,喜剧,https://movie.douban.com/subject/3010197/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2374798121.jpg
功夫兔与菜包狗,9.2,大陆,喜剧,https://movie.douban.com/subject/24839102/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173944351.jpg
Lying Man 第二季,9.2,大陆,喜剧,https://movie.douban.com/subject/26724704/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2317786010.jpg
快乐编剧班,9.2,大陆,喜剧,https://movie.douban.com/subject/2342716/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2261679991.jpg
狐妖小红娘剧场版：王权富贵,9.2,大陆,喜剧,https://movie.douban.com/subject/26946612/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2409467410.jpg
齐天乐,9.2,大陆,喜剧,https://movie.douban.com/subject/11498192/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1625056904.jpg
糊涂小天使,9.2,大陆,喜剧,https://movie.douban.com/subject/3271141/,https://img1.doubanio.com/lpic/s3329917.jpg
禽兽超人,9.2,大陆,喜剧,https://movie.douban.com/subject/26807624/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2357006103.jpg
魔角侦探之大三角计划,9.2,大陆,喜剧,https://movie.douban.com/subject/11629287/,https://img1.doubanio.com/lpic/s11289458.jpg
幸福耙耳朵,9.1,大陆,喜剧,https://movie.douban.com/subject/4034057/,https://img3.doubanio.com/lpic/s3977872.jpg
京剧猫（下）,9.3,大陆,喜剧,https://movie.douban.com/subject/26870064/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2500675440.jpg
东寺街西寺巷,9.2,大陆,喜剧,https://movie.douban.com/subject/3571547/,https://img3.doubanio.com/lpic/s3627656.jpg
宠物宝贝环游记,9.2,大陆,喜剧,https://movie.douban.com/subject/20451503/,https://img3.doubanio.com/lpic/s24516295.jpg
爬坡上坎,9.2,大陆,喜剧,https://movie.douban.com/subject/5288901/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2498008870.jpg
我爱我家,9.1,大陆,喜剧,https://movie.douban.com/subject/3901388/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1334120823.jpg
奇葩说 第一季,9.1,大陆,喜剧,https://movie.douban.com/subject/26177736/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221154684.jpg
花为媒,9.1,大陆,喜剧,https://movie.douban.com/subject/2357317/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2227822958.jpg
老娘舅,9.1,大陆,喜剧,https://movie.douban.com/subject/4074185/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2375054761.jpg
爱笑会议室,9.1,大陆,喜剧,https://movie.douban.com/subject/25980422/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2210292979.jpg
红男绿女,9.1,大陆,喜剧,https://movie.douban.com/subject/2383045/,https://img1.doubanio.com/lpic/s24891317.jpg
小井胡同,9.1,大陆,喜剧,https://movie.douban.com/subject/3197004/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2454813721.jpg
极限全记录,9.1,大陆,喜剧,https://movie.douban.com/subject/26833912/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2374473077.jpg
官场现形记,9.1,大陆,喜剧,https://movie.douban.com/subject/3264730/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2193513157.jpg
幸福小镇,9.1,大陆,喜剧,https://movie.douban.com/subject/10771326/,https://img3.doubanio.com/lpic/s10245851.jpg
奇人安世敏,9.1,大陆,喜剧,https://movie.douban.com/subject/6011824/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2375041031.jpg
一磅肉,9.1,大陆,喜剧,https://movie.douban.com/subject/3543679/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2342489640.jpg
开心就好之男人无烦恼,9.1,大陆,喜剧,https://movie.douban.com/subject/4139906/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1995895185.jpg
红娘,9.0,大陆,喜剧,https://movie.douban.com/subject/4728534/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2223210236.jpg
地下交通站,9.0,大陆,喜剧,https://movie.douban.com/subject/2133474/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2374796796.jpg
哐哐日记,9.0,大陆,喜剧,https://movie.douban.com/subject/4294292/,https://img3.doubanio.com/lpic/s6777700.jpg
中华小子,9.0,大陆,喜剧,https://movie.douban.com/subject/2244765/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2496862183.jpg
暴走大事件 第二季,9.0,大陆,喜剧,https://movie.douban.com/subject/25931271/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2192139229.jpg
茶啊二中 第二季,9.0,大陆,喜剧,https://movie.douban.com/subject/26613523/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2507554946.jpg
金刚葫芦娃,9.0,大陆,喜剧,https://movie.douban.com/subject/25851630/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2263909663.jpg
如此爹娘,9.1,大陆,喜剧,https://movie.douban.com/subject/3032535/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2323730451.jpg
怪王外传,9.0,大陆,喜剧,https://movie.douban.com/subject/3226567/,https://img3.doubanio.com/f/movie/03d3c900d2a79a15dc1295154d5293a2d5ebd792/pics/movie/tv_default_large.png
分钟学堂,9.0,大陆,喜剧,https://movie.douban.com/subject/25963334/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2196591369.jpg
否否正能量,9.0,大陆,喜剧,https://movie.douban.com/subject/25826226/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2169652048.jpg
毛骗 终结篇,9.6,大陆,悬疑,https://movie.douban.com/subject/26603847/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2480805230.jpg
明星大侦探 第三季,9.4,大陆,悬疑,https://movie.douban.com/subject/26999861/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2500329741.jpg
毛骗 第二季,9.3,大陆,悬疑,https://movie.douban.com/subject/6894818/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1355804308.jpg
潜伏,9.2,大陆,悬疑,https://movie.douban.com/subject/3314870/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189694504.jpg
红色,9.2,大陆,悬疑,https://movie.douban.com/subject/25966028/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2204027229.jpg
黎明之前,9.2,大陆,悬疑,https://movie.douban.com/subject/4894070/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p660356249.jpg
12·1枪杀大案,9.2,大陆,悬疑,https://movie.douban.com/subject/3003187/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1332518692.jpg
无悔追踪,9.2,大陆,悬疑,https://movie.douban.com/subject/2238727/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2375019026.jpg
Lying Man 第二季,9.2,大陆,悬疑,https://movie.douban.com/subject/26724704/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2317786010.jpg
一鸟九命,9.2,大陆,悬疑,https://movie.douban.com/subject/5345428/,https://img3.doubanio.com/lpic/s4521413.jpg
鸭子侦探,9.0,大陆,悬疑,https://movie.douban.com/subject/3160834/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2402581413.jpg
Lying Man 第三季,9.0,大陆,悬疑,https://movie.douban.com/subject/26724703/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2317785976.jpg
玄奘之路,9.4,大陆,励志,https://movie.douban.com/subject/6952630/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2502643990.jpg
曼走 科比《告别》纪录片,9.4,大陆,励志,https://movie.douban.com/subject/26774119/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2337384170.jpg
搭车去柏林,9.3,大陆,励志,https://movie.douban.com/subject/4303640/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2184318605.jpg
我们的留学生活——在日本的日子,9.3,大陆,励志,https://movie.douban.com/subject/2299372/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1216048046.jpg
大盛魁,9.2,大陆,励志,https://movie.douban.com/subject/25834815/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2506523905.jpg
七色战记,9.3,大陆,励志,https://movie.douban.com/subject/10756786/,https://img1.doubanio.com/lpic/s9126588.jpg
陈景润,9.3,大陆,励志,https://movie.douban.com/subject/5337503/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375030389.jpg
士兵突击,9.2,大陆,励志,https://movie.douban.com/subject/2154096/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2240922426.jpg
一路向南,9.2,大陆,励志,https://movie.douban.com/subject/5413765/,https://img3.doubanio.com/lpic/s4575240.jpg
张艺谋的2008,9.2,大陆,励志,https://movie.douban.com/subject/4073919/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406851323.jpg
我们的侣行,9.2,大陆,励志,https://movie.douban.com/subject/26980982/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457392029.jpg
鸡毛飞上天,9.2,大陆,励志,https://movie.douban.com/subject/26827990/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2364998723.jpg
小小生命树,9.2,大陆,励志,https://movie.douban.com/subject/2348526/,https://img3.doubanio.com/f/movie/03d3c900d2a79a15dc1295154d5293a2d5ebd792/pics/movie/tv_default_large.png
我亲爱的祖国,9.1,大陆,励志,https://movie.douban.com/subject/2245699/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2374798251.jpg
中国成语大会 第一季,9.1,大陆,励志,https://movie.douban.com/subject/25874878/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2320892052.jpg
因为是医生,9.1,大陆,励志,https://movie.douban.com/subject/26021830/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206933752.jpg
亮剑,9.0,大陆,励志,https://movie.douban.com/subject/2254648/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p900419027.jpg
我的团长我的团,9.0,大陆,励志,https://movie.douban.com/subject/2997325/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1826590030.jpg
骑车回巴黎,9.0,大陆,励志,https://movie.douban.com/subject/5353589/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2500164623.jpg
一路向南，完结季,9.0,大陆,励志,https://movie.douban.com/subject/10553082/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2506470132.jpg
虹猫仗剑走天涯,9.0,大陆,励志,https://movie.douban.com/subject/25980446/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2199270546.jpg
分钟学堂,9.0,大陆,励志,https://movie.douban.com/subject/25963334/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2196591369.jpg
闯上海,9.0,大陆,励志,https://movie.douban.com/subject/3194153/,https://img3.doubanio.com/f/movie/03d3c900d2a79a15dc1295154d5293a2d5ebd792/pics/movie/tv_default_large.png
